chrom,end,score,strand,read_density,clip_length
chr7,73113684,1,+,1,236.0
chr7,73118147,1,+,1,52.0
chr7,73128705,7,+,6,51.666666666666664
chr7,73202622,1,+,1,129.0
chr7,73207294,19,+,7,78.0
chr7,73224448,1,+,1,116.0
chr7,73227896,1,+,1,66.0
chr7,73236007,45,+,45,66.77777777777777
chr7,73276892,2,+,1,72.0
chr7,73284097,1,+,1,91.0
chr7,73298964,1,+,1,1604.0
chr7,73303228,10,+,10,83.5
chr7,73349295,1,+,1,55.0
chr7,73351319,1,+,1,211.0
chr7,73383938,1,+,1,42.0
chr7,73402624,1,+,1,59.0
chr7,73412753,2,+,1,87.0
chr7,73414082,1,+,1,169.0
chr7,73416629,1,+,1,20.0
chr7,73420475,3,+,3,147.33333333333334
chr7,73475688,1,+,1,1.0
chr7,73485642,1,+,1,61.0
chr7,73488709,1,+,1,59.0
chr7,73516781,1,+,1,52.0
chr7,73518144,1,+,1,5.0
chr7,73529181,1,+,1,64.0
chr7,72626303,1,-,1,12.0
chr7,72731969,1,-,1,59.0
chr7,72818591,1,-,1,11.0
chr7,72826235,1,-,1,257.0
chr7,72877292,1,-,1,28.0
chr7,72897416,1,-,1,247.0
chr7,72899424,1,-,1,8.0
chr7,72919166,1,-,1,101.0
chr7,72921865,2,-,1,15.0
chr7,72924102,1,-,1,10.0
chr7,72926134,1,-,1,26.0
chr7,72952814,8,-,1,7.0
chr7,72954767,18,-,4,23.75
chr7,72960929,1,-,1,7.0
chr7,72983060,1,-,1,52.0
chr7,72988913,2,-,2,65.5
chr7,73003732,1,-,2,48.5
chr7,73005944,68,-,41,57.90243902439025
chr7,73016447,1,-,9,60.888888888888886
chr7,73018179,1,-,2,70.5
chr7,73023182,1,-,1,40.0
chr7,73030079,1,-,1,35.0
chr7,73033052,1,-,1,5.0
chr7,73035219,1,-,2,45.5
chr7,73044522,1,-,1,127.0
chr7,73051332,2,-,4,72.5
chr7,73058224,1,-,1,35.0
chr7,73061197,1,-,1,5.0
chr7,73063364,1,-,1,79.0
chr7,73072700,2,-,9,62.666666666666664
chr7,73079442,2,-,3,64.66666666666667
chr7,73086351,1,-,1,35.0
chr7,73089324,1,-,1,5.0
chr7,73091496,1,-,2,44.5
chr7,73099134,1,-,1,93.0
chr7,73100668,1,-,1,127.0
chr7,73104522,1,-,1,0.0
chr7,73107475,1,-,2,77.0
chr7,73125128,1,-,1,944.0
chr7,73128697,2,-,6,51.666666666666664
chr7,73128752,1,-,1,13.0
chr7,73137666,1,-,1,7.0
chr7,73142057,1,-,1,83.0
chr7,73146895,1,-,1,92.0
chr7,73153770,1,-,1,63.0
chr7,73196905,1,-,1,9.0
chr7,73199654,1,-,1,9.0
chr7,73232905,1,-,1,12.0
chr7,73235945,2,-,212,91.22641509433963
chr7,73267402,1,-,1,224.0
chr7,73276583,2,-,2,56.5
chr7,73306414,3,-,1,77.0
chr7,73307503,1,-,1,214.0
chr7,73308081,2,-,2,29.0
chr7,73372166,1,-,1,221.0
chr7,73399819,1,-,1,614.0
chr7,73402102,1,-,1,160.0
chr7,73413096,2,-,2,46.0
chr7,73416428,4,-,1,244.0
chr7,73419914,1,-,1,1368.0
chr7,73421648,1,-,1,99.0
chr7,73433506,1,-,1,5.0
chr7,73451159,1,-,1,69.0
chr7,73492869,2,-,2,274.5
chr7,73502725,1,-,1,435.0
chr7,73518263,1,-,1,60.0
chr7,73538843,3,-,3,44.666666666666664
chr7,73557271,3,-,2,60.0
chr7,73557659,3,-,2,12.5
chr7,73581287,1,-,1,8.0
chr7,73590453,1,-,1,1676.0
chr7,73649144,2,-,2,1280.5
chr7,73676821,1,-,1,543.0
chr7,73681977,1,-,1,58.0
chr7,73698214,98,+,44,67.5909090909091
chr7,73701546,1,-,1,59.0
chr7,73709123,1,-,1,101.0
chr7,73719721,1,-,1,63.0
chr7,73736148,1,+,1,20.0
chr7,73738842,5,-,3,58.333333333333336
chr7,73840122,1,-,1,3.0
chr7,73842530,1,-,1,1.0
chr7,74058372,1,-,1,141.0
chr7,74178564,1,-,1,40.0
chr7,74194132,1,-,1,4.0
chr7,74218652,1,-,1,121.0
chr7,74223715,1,-,1,1.0
chr7,74229834,4,-,120,63.05833333333333
chr7,74243247,1,-,2,381.0
chr7,74244118,1,-,1,159.0
chr7,74245733,1,-,1,78.0
chr7,74247136,3,-,1,66.0
chr7,74248847,1,-,1,62.0
chr7,74249782,1,-,1,26.0
chr7,74254458,52,-,2,15.5
chr7,74255133,2,-,1,66.0
chr7,74289276,2,-,2,58.0
chr7,74317478,2,-,1,26.0
chr7,74319533,1,-,1,75.0
chr7,74337884,1,-,1,589.0
chr7,74342397,1,-,1,5.0
chr7,74350603,1,-,1,0.0
chr7,74351163,1,-,1,117.0
chr7,74407516,1,-,1,63.0
chr7,74413057,1,-,1,1428.0
chr7,74425367,1,-,2,47.5
chr7,74486830,1,-,1,125.0
chr7,74558298,1,-,1,81.0
chr7,74602607,1,-,3,43.333333333333336
chr7,74644370,1,-,1,38.0
chr7,74667408,1,-,1,19.0
chr7,74709535,1,-,1,245.0
chr7,74099769,1,+,1,66.0
chr7,74122525,4,+,3,85.0
chr7,74180245,1,+,1,3.0
chr7,74217451,3,+,3,19.0
chr7,74230910,1,+,1,4.0
chr7,74232844,1,+,1,98.0
chr7,74237083,1,+,1,613.0
chr7,74237576,1,+,1,0.0
chr7,74239151,1,+,1,468.0
chr7,74267468,1,+,1,152.0
chr7,74304570,1,+,1,71.0
chr7,74308567,1,+,1,155.0
chr7,74351284,1,+,1,2.0
chr7,74356555,1,+,1,56.0
chr7,74366900,1,+,1,5.0
chr7,74383761,1,+,1,605.0
chr7,74384737,1,+,1,1478.0
chr7,74392714,1,+,1,62.0
chr7,74403043,1,+,1,125.0
chr7,74407834,1,+,1,212.0
chr7,74409943,1,+,1,7.0
chr7,74414750,1,+,1,556.0
chr7,74461867,1,+,1,285.0
chr7,74651488,2,+,2,88.0
chr7,74664116,1,+,1,280.0
chr7,74670721,1,+,1,10.0
chr7,74680100,1,+,1,57.0
chr7,74690729,1,+,1,8.0
chr7,74717069,1,+,1,30.0
chr7,74754173,1,+,1,0.0
chr7,74760690,20,+,7,78.0
chr7,74777819,1,+,1,116.0
chr7,74781261,1,+,1,71.0
chr7,74789377,45,+,45,66.77777777777777
chr7,74826772,1,+,1,37.0
chr7,74829521,2,+,1,110.0
chr7,74848609,1,+,1,472.0
chr7,74874316,2,+,2,68.5
chr7,74883392,1,+,1,474.0
chr7,74885378,1,+,1,127.0
chr7,74892016,4,+,1,64.0
chr7,74894023,1,+,1,31.0
chr7,74894872,1,+,1,143.0
chr7,74896886,24,+,1,107.0
chr7,74897972,1,+,1,38.0
chr7,74903145,2,+,1,80.0
chr7,74907769,33,+,2,95.0
chr7,74911698,1,+,1,212.0
chr7,74914712,1,+,1,236.0
chr7,74921138,3,+,2,77.0
chr7,74921395,1,+,1,125.0
chr7,74937499,7,+,6,51.666666666666664
chr7,74957543,1,+,1,161.0
chr7,74963338,1,+,1,128.0
chr7,75003755,1,+,1,6.0
chr7,75041208,1,+,1,59.0
chr7,75047964,1,+,1,9.0
chr7,75079635,1,+,2,96.5
chr7,75105212,1,+,1,9.0
chr7,75112817,8,+,1,68.0
chr7,75120201,1,+,2,96.5
chr7,75124083,1,+,1,73.0
chr7,75127137,1,+,1,22.0
chr7,75147951,1,+,1,50.0
chr7,75159017,2,+,4,65.25
chr7,75161539,1,+,2,66.5
chr7,75202779,1,+,1,97.0
chr7,75204995,1,+,1,59.0
chr7,75234839,1,+,1,80.0
chr7,75247632,2,+,1,8.0
chr7,75252648,1,+,1,6.0
chr7,75258106,1,+,1,337.0
chr7,75259139,1,+,1,106.0
chr7,75265596,2,+,5,59.0
chr7,75265756,1,+,1,65.0
chr7,75270203,1,+,1,145.0
chr7,75272916,1,+,1,60.0
chr7,75275830,1,+,1,369.0
chr7,75290270,2,+,1,76.0
chr7,75294391,1,+,1,0.0
chr7,75300383,1,+,1,923.0
chr7,75304894,1,+,1,348.0
chr7,75306758,1,+,1,3.0
chr7,75309684,2,+,2,56.0
chr7,75318198,3,+,5,51.6
chr7,75322452,2,+,2,76.5
chr7,75334724,1,+,1,3.0
chr7,75337651,2,+,2,56.0
chr7,75346165,3,+,5,51.6
chr7,75346467,1,+,1,49.0
chr7,75350419,1,+,1,71.0
chr7,75373516,3,+,7,58.857142857142854
chr7,75376808,1,+,1,50.0
chr7,75377854,1,+,1,8.0
chr7,75378793,1,+,1,7.0
chr7,75379376,1,+,1,3.0
chr7,75382419,1,+,1,92.0
chr7,75384403,1,+,1,31.0
chr7,75385055,1,+,1,126.0
chr7,75386292,4,+,4,69.5
chr7,75386809,1,+,1,45.0
chr7,75388067,1,+,1,9.0
chr7,75393091,1,+,1,94.0
chr7,75394035,1,+,2,54.0
chr7,75397316,3,+,3,38.333333333333336
chr7,75405604,2,+,2,17.5
chr7,75417438,38,+,1,26.0
chr7,75447038,1,+,4,49.0
chr7,75453294,1,+,1,77.0
chr7,75459704,1,+,1,12.0
chr7,75464882,1,+,3,55.666666666666664
chr7,75465459,1,+,1,85.0
chr7,75465916,1,+,5,36.2
chr7,75467971,1,+,1,0.0
chr7,75468635,1,+,1,793.0
chr7,75470500,2,+,1,42.0
chr7,75494501,1,+,2,86.0
chr7,75496424,3,+,3,50.666666666666664
chr7,75497805,1,+,1,66.0
chr7,75506791,2,+,1,86.0
chr7,75509365,1,+,1,0.0
chr7,75515419,1,+,1,633.0
chr7,75531294,1,+,1,806.0
chr7,75647403,1,+,1,263.0
chr7,74750295,1,-,1,10.0
chr7,74753055,1,-,1,5.0
chr7,74786274,1,-,2,39.0
chr7,74789315,2,-,211,91.5781990521327
chr7,74820844,1,-,1,224.0
chr7,74829436,2,-,3,64.66666666666667
chr7,74836988,1,-,1,132.0
chr7,74840928,1,-,1,90.0
chr7,74851590,6,-,1,13.0
chr7,74888399,1,-,1,28.0
chr7,74889026,1,-,1,21.0
chr7,74901005,1,-,10,68.7
chr7,74905724,1,-,30,66.9
chr7,74918318,1,-,1,5.0
chr7,74937491,2,-,6,51.666666666666664
chr7,74937549,1,-,1,20.0
chr7,74947404,1,-,1,7.0
chr7,74951841,1,-,1,83.0
chr7,74956668,1,-,1,92.0
chr7,74963540,1,-,1,63.0
chr7,74985113,1,-,1,727.0
chr7,75035320,1,-,1,818.0
chr7,75063345,2,-,2,469.0
chr7,75073864,8,-,3,40.0
chr7,75077103,1,-,1,9.0
chr7,75077842,1,-,1,45.0
chr7,75079637,1,-,2,96.5
chr7,75104065,1,-,1,10.0
chr7,75117216,1,-,1,128.0
chr7,75117576,1,-,1,6.0
chr7,75119207,1,-,2,10.5
chr7,75120191,1,-,2,96.5
chr7,75124386,1,-,1,6.0
chr7,75163022,2,-,3,82.66666666666667
chr7,75164531,2,-,2,82.5
chr7,75167033,1,-,1,555.0
chr7,75168066,1,-,1,415.0
chr7,75169091,1,-,1,210.0
chr7,75170029,1,-,1,69.0
chr7,75172147,167,-,2,26.0
chr7,75188655,1,-,1,79.0
chr7,75189506,1,-,1,262.0
chr7,75192231,1,-,1,100.0
chr7,75195643,1,-,1,84.0
chr7,75197184,1,-,1,498.0
chr7,75199971,1,-,1,61.0
chr7,75214535,1,-,1,834.0
chr7,75217267,1,-,1,239.0
chr7,75265585,3,-,5,59.0
chr7,75266206,1,-,1,152.0
chr7,75271231,1,-,1,10.0
chr7,75276601,1,-,1,90.0
chr7,75281723,1,-,1,13.0
chr7,75285143,1,-,1,3.0
chr7,75287297,1,-,1,66.0
chr7,75293852,2,-,1,255.0
chr7,75296842,3,-,3,66.0
chr7,75297762,1,-,1,79.0
chr7,75304497,1,-,1,4.0
chr7,75307650,1,-,1,24.0
chr7,75309778,3,-,1,53.0
chr7,75313086,2,-,2,37.5
chr7,75322430,1,-,2,76.5
chr7,75324769,2,-,2,58.0
chr7,75325731,1,-,3,410.6666666666667
chr7,75332468,1,-,1,4.0
chr7,75335617,1,-,1,24.0
chr7,75337745,3,-,1,53.0
chr7,75341038,1,-,1,3.0
chr7,75352737,2,-,2,57.5
chr7,75356813,2,-,1,329.0
chr7,75359098,58,-,4,14.5
chr7,75369111,2,-,5,72.0
chr7,75370665,4,-,9,44.44444444444444
chr7,75372930,2,-,1,86.0
chr7,75379507,1,-,1,65.0
chr7,75392847,1,-,1,21.0
chr7,75394037,1,-,2,54.0
chr7,75397318,2,-,3,38.333333333333336
chr7,75402716,1,-,1,60.0
chr7,75410294,3,-,1,13.0
chr7,75424629,1,-,1,349.0
chr7,75443950,1,-,1,742.0
chr7,75447037,3,-,4,49.0
chr7,75448519,2,-,2,61.5
chr7,75449662,1,-,1,342.0
chr7,75465924,4,-,5,36.2
chr7,75484115,1,-,1,1052.0
chr7,75485453,1,-,1,597.0
chr7,75486283,3,-,2,14.0
chr7,75494516,1,-,2,86.0
chr7,75496034,1,-,5,32.0
chr7,75498114,2,-,1,10.0
chr7,75511759,1,-,1,61.0
chr7,75515140,8,-,1,621.0
chr7,75528118,4,-,4,146.25
chr7,75558498,1,-,1,58.0
chr7,75577345,1,-,1,11.0
chr7,75605581,1,-,1,74.0
chr7,75639254,1,-,1,68.0
chr7,75738968,1,-,1,22.0
chr7,75836665,1,-,1,7.0
chr7,75888315,1,-,1,0.0
chr7,75958833,1,-,1,16.0
chr7,75990919,1,-,1,10.0
chr7,75992561,1,-,1,24.0
chr7,75994669,59,-,19,34.10526315789474
chr7,76001003,1,-,1,82.0
chr7,76028704,1,-,1,76.0
chr7,76030531,2,-,2,79.0
chr7,76030869,3,-,3,25.333333333333332
chr7,76048000,37,-,20,38.05
chr7,75870105,1,+,1,8.0
chr7,75883897,1,+,1,13.0
chr7,75888926,20,+,18,80.33333333333333
chr7,75922359,1,+,1,1102.0
chr7,75941018,1,+,1,112.0
chr7,75986855,8,+,8,84.5
chr7,75988167,1,+,1,39.0
chr7,75999159,1,+,1,65.0
chr7,76000240,2,+,1,8.0
chr7,76005949,2,+,2,48.5
chr7,76013344,1,+,1,3.0
chr7,76050319,1,+,1,120.0
chr7,76069121,3,+,3,46.333333333333336
chr7,76081864,1,+,1,72.0
chr7,76071070,1,-,1,66.0
chr7,76120345,1,-,1,51.0
chr7,76251680,1,+,1,10.0
chr7,76393189,1,-,1,65.0
chr7,76443954,1,-,1,121.0
chr7,76448660,6,-,7,62.142857142857146
chr7,76456045,1,-,1,11.0
chr7,76463459,1,-,1,151.0
chr7,76475331,1,-,1,40.0
chr7,76475709,1,-,1,73.0
chr7,76477604,1,-,1,200.0
chr7,76537380,2,-,2,29.0
chr7,76540746,1,-,1,14.0
chr7,76542539,1,-,1,52.0
chr7,76545212,3,-,2,40.0
chr7,76547271,1,-,1,28.0
chr7,76622279,2,-,2,66.5
chr7,76623153,1,-,1,7.0
chr7,76633059,2,-,2,59.5
chr7,76645001,1,-,1,47.0
chr7,76304686,410,+,1,25.0
chr7,76324048,1,+,1,10.0
chr7,76327235,1,+,4,136.5
chr7,76442066,2,+,2,76.5
chr7,76448640,1,+,7,62.142857142857146
chr7,76459567,1,+,1,2.0
chr7,76470718,1,+,1,5.0
chr7,76505995,13,+,10,66.8
chr7,76531431,1,+,1,0.0
chr7,76532290,1,+,1,11.0
chr7,76535189,1,+,1,26.0
chr7,76542825,3,+,1,24.0
chr7,76543455,1,+,1,37.0
chr7,76545344,2,+,1,0.0
chr7,76546769,2,+,2,73.0
chr7,76551764,1,+,1,8.0
chr7,76552692,1,+,1,69.0
chr7,76559031,1,+,1,26.0
chr7,76605166,1,+,1,65.0
chr7,76605326,1,+,1,0.0
chr7,76616035,1,+,1,10.0
chr7,76631570,2,+,5,63.2
chr7,76636782,1,+,1,13.0
chr7,76637898,1,+,1,78.0
chr7,76644298,2,+,1,12.0
chr7,76649480,2,+,3,60.333333333333336
chr7,76653390,1,-,1,96.0
chr7,76954129,1,+,2,35.5
chr7,76957663,1,+,1,10.0
chr7,76968817,1,+,1,5.0
chr7,76981038,1,+,1,0.0
chr7,77014652,12,+,1,107.0
chr7,77028027,1,+,1,16.0
chr7,77038558,1,+,1,22.0
chr7,77039856,1,+,1,97.0
chr7,77042717,4,+,1,107.0
chr7,77043859,1,+,1,95.0
chr7,77046803,1,+,1,142.0
chr7,77046948,7,+,7,63.42857142857143
chr7,77053860,1,+,1,82.0
chr7,77054269,1,+,1,26.0
chr7,77061488,2,+,2,64.0
chr7,77062420,2,+,1,37.0
chr7,77064178,2,+,1,2.0
chr7,77065440,1,+,1,100.0
chr7,77104739,3,+,2,86.0
chr7,77112903,1,+,1,68.0
chr7,77137315,1,+,1,21.0
chr7,76954134,1,-,2,35.5
chr7,76973431,1,-,1,34.0
chr7,77023740,1,-,11,57.72727272727273
chr7,77025786,1,-,1,98.0
chr7,77037779,1,-,2,44.0
chr7,77046879,1,-,1,127.0
chr7,77050090,1,-,1,218.0
chr7,77059798,1,-,1,14.0
chr7,77063018,1,-,1,135.0
chr7,77063262,1,-,1,82.0
chr7,77064069,3,-,1,25.0
chr7,77064623,1,-,1,12.0
chr7,77078171,1,-,1,38.0
chr7,77104932,1,-,1,28.0
chr7,77122363,4,-,1,229.0
chr7,77125002,1,-,1,20.0
chr7,77171111,1,+,1,71.0
chr7,77199770,1,-,1,119.0
chr7,77259066,1,+,1,74.0
chr7,77257143,1,-,1,597.0
chr7,77295217,1,+,1,98.0
chr7,77331066,1,+,1,6.0
chr7,77334600,1,+,1,9.0
chr7,77329025,1,-,1,56.0
chr7,77377422,8,-,8,48.875
chr7,77416419,5,-,2,39.0
chr7,77531538,1,+,1,141.0
chr7,77536886,1,+,1,14.0
chr7,77640069,4,+,4,69.25
chr7,77653495,1,+,1,60.0
chr7,77692173,1,+,1,75.0
chr7,77696277,7,-,5,120.0
chr7,77715082,1,-,1,280.0
chr7,77755476,1,+,1,83.0
chr7,77779656,6,+,1,82.0
chr7,77798463,34,-,6,24.166666666666668
chr7,77920849,1,-,1,81.0
chr7,77937048,1,-,1,624.0
chr7,77943496,1,-,1,20.0
chr7,77892815,1,+,1,0.0
chr7,77930642,1,+,1,1272.0
chr7,77934969,1,+,1,63.0
chr7,77938811,1,+,1,59.0
chr7,77940457,3,+,1,72.0
chr7,77944027,1,+,1,14.0
chr7,77957225,3,+,3,75.66666666666667
chr7,79625976,1,-,1,33.0
chr7,79886823,1,+,1,79.0
chr7,81061239,1,-,1,313.0
chr7,83006423,1,+,1,85.0
chr7,83147080,1,+,1,102.0
chr7,83195899,1,-,1,269.0
chr7,83472030,1,-,1,367.0
chr7,84151347,1,+,1,21.0
chr7,84984857,8,+,4,76.75
chr7,84984506,1,-,4,76.5
chr7,85128310,1,+,1,725.0
chr7,85939239,1,+,1,766.0
chr7,85857129,1,-,1,310.0
chr7,86794093,1,+,1,30.0
chr7,86929817,1,-,1,63.0
chr7,87113060,1,+,1,3.0
chr7,87152322,1,-,1,60.0
chr7,87155564,1,+,1,76.0
chr7,87188300,2,-,1,36.0
chr7,87186069,4,+,4,45.75
chr7,87191860,1,+,1,18.0
chr7,87196326,8,+,7,72.42857142857143
chr7,87199677,1,-,1,0.0
chr7,87220578,40,-,15,28.666666666666668
chr7,87326448,1,-,1,45.0
chr7,87345564,68,-,3,10.333333333333334
chr7,87359366,1,+,1,66.0
chr7,87399794,2,+,2,33.5
chr7,87862617,1,+,1,720.0
chr7,87836819,1,-,1,236.0
chr7,87841716,1,-,1,46.0
chr7,87843865,1,-,2,72.5
chr7,87876354,4,-,2,36.5
chr7,87885160,1,+,1,82.0
chr7,87908378,12,+,10,83.1
chr7,87894472,1,-,1,65.0
chr7,87926716,3,-,2,14.0
chr7,87971669,1,+,1,28.0
chr7,88046643,1,+,1,37.0
chr7,88128676,1,+,1,115.0
chr7,88182113,1,+,1,66.0
chr7,88218814,1,-,1,2.0
chr7,88220092,206,-,64,70.65625
chr7,88462217,1,-,1,750.0
chr7,90164824,1,+,1,83.0
chr7,90386331,30,+,1,39.0
chr7,90409182,1,+,1,25.0
chr7,90430328,1,+,1,0.0
chr7,90597397,2,-,1,54.0
chr7,90674259,1,-,1,184.0
chr7,90755247,1,-,1,50.0
chr7,91071134,1,-,1,498.0
chr7,90984242,1,+,1,250.0
chr7,91207518,1,+,1,99.0
chr7,91304719,1,+,1,88.0
chr7,91442816,1,+,1,110.0
chr7,91538335,1,-,1,186.0
chr7,91869211,1,+,1,23.0
chr7,91880116,1,-,2,69.5
chr7,91880723,10,-,5,53.2
chr7,91978833,1,+,1,118.0
chr7,92002088,11,+,1,42.0
chr7,92023264,1,+,1,101.0
chr7,92042717,1,+,1,74.0
chr7,92052867,1,+,1,24.0
chr7,92080106,5,+,1,13.0
chr7,92110674,6,+,4,79.0
chr7,92125168,4,-,4,60.75
chr7,92129058,1,-,1,5.0
chr7,92134781,3,-,2,63.5
chr7,92136521,1,-,3,25.0
chr7,92137333,1,-,1,47.0
chr7,92139197,1,-,1,16.0
chr7,92202739,1,-,1,12.0
chr7,92219300,1,-,1,36.0
chr7,92245943,5,-,4,37.75
chr7,92263914,1,-,1,254.0
chr7,92112852,3,+,5,41.4
chr7,92118437,1,+,1,483.0
chr7,92136519,2,+,3,25.0
chr7,92140109,4,+,4,26.5
chr7,92160775,1,+,1,97.0
chr7,92220702,1,+,1,103.0
chr7,92227451,1,+,1,128.0
chr7,92228013,2,+,2,49.5
chr7,92291308,1,+,1,14.0
chr7,92319970,1,+,1,138.0
chr7,92328302,1,+,1,73.0
chr7,92345062,1,+,1,21.0
chr7,92401773,1,+,1,173.0
chr7,92458834,2,+,2,51.5
chr7,92463616,2,+,1,38.0
chr7,92491692,3,+,3,63.333333333333336
chr7,92490653,3,-,3,36.0
chr7,92493391,1,-,1,61.0
chr7,92493771,1,-,1,234.0
chr7,92528510,2,-,1,19.0
chr7,92536593,1,+,1,27.0
chr7,92537529,7,+,5,52.4
chr7,92539925,1,-,1,79.0
chr7,92562489,1,+,1,39.0
chr7,92566355,1,-,1,410.0
chr7,92578396,2,-,2,230.0
chr7,92581963,1,-,1,647.0
chr7,92590420,23,-,1,15.0
chr7,92713625,1,+,1,43.0
chr7,92713679,1,-,1,9.0
chr7,92813429,1,+,1,53.0
chr7,92836558,1,-,1,18.0
chr7,93102797,1,+,1,1.0
chr7,93128138,1,+,1,9.0
chr7,93117979,2,-,1,11.0
chr7,93148388,2,-,2,39.0
chr7,93276428,1,+,1,42.0
chr7,93359025,4,+,3,80.0
chr7,93677817,2,+,2,13.0
chr7,93748057,1,+,1,1209.0
chr7,93670112,7,-,8,14.625
chr7,93890808,2,-,1,63.0
chr7,93926514,12,+,8,73.375
chr7,94000124,1,-,1,245.0
chr7,94025932,1,-,1,66.0
chr7,94528855,1,+,1,95.0
chr7,94552283,1,+,1,146.0
chr7,94559999,1,-,1,86.0
chr7,94644666,1,-,1,173.0
chr7,94656208,11,-,1,60.0
chr7,94695841,6,+,20,32.85
chr7,94697908,1,+,1,62.0
chr7,95072982,1,+,1,104.0
chr7,95412292,1,+,1,42.0
chr7,95435054,4,-,4,37.5
chr7,96250752,1,+,1,64.0
chr7,96253098,1,+,1,562.0
chr7,96141198,1,-,1,358.0
chr7,96168102,1,-,1,56.0
chr7,96189571,4,-,4,33.5
chr7,96322101,4,-,1,62.0
chr7,96705375,1,+,1,58.0
chr7,96706595,1,+,2,42.0
chr7,96709837,1,+,348,68.16666666666667
chr7,96697186,8,-,1,86.0
chr7,96706581,1,-,2,42.0
chr7,96709888,374,-,66,58.68181818181818
chr7,96847724,1,-,1,0.0
chr7,97144279,1,-,1,66.0
chr7,97146271,1,+,1,679.0
chr7,97181766,31,+,31,64.51612903225806
chr7,97854981,1,-,1,264.0
chr7,97860668,1,-,1,470.0
chr7,97870291,1,-,1,1666.0
chr7,97872499,19,-,5,21.2
chr7,97928125,1,-,1,520.0
chr7,97971471,1,+,1,1026.0
chr7,97982345,1,+,1,816.0
chr7,98026518,1,+,1,67.0
chr7,98039511,1,+,1,376.0
chr7,98082425,1,+,1,1137.0
chr7,97969281,2,-,1,206.0
chr7,97979192,1,-,1,726.0
chr7,97990111,1,-,1,627.0
chr7,97995994,1,-,1,87.0
chr7,98206201,1,+,1,23.0
chr7,98307799,1,+,1,9.0
chr7,98357417,1,+,1,66.0
chr7,98387904,2,+,7,28.428571428571427
chr7,98388080,1,+,1,178.0
chr7,98396619,1,+,1,50.0
chr7,98412473,1,+,1,229.0
chr7,98445639,1,+,1,14.0
chr7,98543722,1,+,1,107.0
chr7,98582825,1,+,1,13.0
chr7,98219922,1,-,1,1.0
chr7,98257500,1,-,1,65.0
chr7,98264276,1,-,1,25.0
chr7,98267152,2,-,1,18.0
chr7,98268532,1,-,1,9.0
chr7,98280246,1,-,1,131.0
chr7,98292447,1,-,1,451.0
chr7,98305175,2,-,2,78.0
chr7,98311029,1,-,1,572.0
chr7,98362433,1,-,1,1080.0
chr7,98386985,2,-,1,385.0
chr7,98392161,1,-,1,66.0
chr7,98393804,1,-,1,137.0
chr7,98394480,1,-,1,401.0
chr7,98394594,1,-,1,0.0
chr7,98400935,2,-,1,1.0
chr7,98403763,1,-,1,32.0
chr7,98409781,1,-,1,144.0
chr7,98414471,2,-,2,119.5
chr7,98436215,1,-,1,139.0
chr7,98436467,1,-,1,31.0
chr7,98439590,1,-,1,320.0
chr7,98450315,1,-,1,253.0
chr7,98460782,1,-,1,817.0
chr7,98537682,1,-,1,15.0
chr7,98684002,1,-,1,126.0
chr7,98908852,1,+,1,23.0
chr7,98891842,1,-,1,60.0
chr7,98953560,1,+,1,121.0
chr7,98964672,1,+,1,66.0
chr7,98970292,1,+,1,71.0
chr7,98983373,1,+,1,3.0
chr7,98997518,1,+,1,49.0
chr7,99021986,1,+,1,16.0
chr7,99018826,1,-,1,9.0
chr7,99046754,1,-,1,77.0
chr7,99048465,1,-,1,56.0
chr7,99280951,1,+,1,4.0
chr7,99344152,1,-,1,8.0
chr7,99366259,1,-,58,66.60344827586206
chr7,99346668,1,+,1,0.0
chr7,99354542,1,+,1,64.0
chr7,99361473,1,+,1,62.0
chr7,99366520,3,+,2,74.0
chr7,99370100,2,+,2,41.5
chr7,99379202,1,+,1,54.0
chr7,99380064,1,+,1,318.0
chr7,99391254,1,+,2,303.0
chr7,99394822,396,+,218,61.38532110091743
chr7,99435670,3,+,3,25.333333333333332
chr7,99400425,1,-,3,250.33333333333334
chr7,99406261,1,-,1,95.0
chr7,99438798,5,-,5,33.0
chr7,99445540,16,-,20,60.6
chr7,99443510,1,+,1,13.0
chr7,99445426,1,+,1,73.0
chr7,99457373,14,+,12,64.5
chr7,99459265,1,+,9,414.55555555555554
chr7,99466158,1,+,453,52.69757174392936
chr7,99482323,3,+,4,53.0
chr7,99483099,1,+,1,28.0
chr7,99487605,5,+,5,78.2
chr7,99492805,2,+,2,10.5
chr7,99500275,1,+,20,58.2
chr7,99501543,1,+,2,83.0
chr7,99507734,1,+,1,28.0
chr7,99536197,1,+,1,4.0
chr7,99568084,1,+,1,66.0
chr7,99576399,1,+,2,60.5
chr7,99462318,1,-,1,100.0
chr7,99471686,1,-,1,72.0
chr7,99482320,1,-,4,53.0
chr7,99489482,1,-,1,18.0
chr7,99491793,1,-,1,70.0
chr7,99500321,23,-,6,83.5
chr7,99501550,1,-,2,83.0
chr7,99506416,1,-,1,294.0
chr7,99533146,2,-,2,28.5
chr7,99552109,3,-,2,37.5
chr7,99554473,1,-,1,58.0
chr7,99567544,1,-,1,64.0
chr7,99576469,6,-,5,53.6
chr7,99643905,1,-,1,20.0
chr7,99636166,1,+,1,9.0
chr7,99689065,1,+,1,68.0
chr7,99714214,1,+,1,111.0
chr7,99738030,1,+,1,60.0
chr7,99832259,1,+,1,68.0
chr7,99903317,1,-,1,11.0
chr7,99919521,2,-,1,15.0
