chrom,start,score,strand,read_density,clip_length
chr6,42050523,2,+,2,64.0
chr6,42050978,1,+,1,11.0
chr6,42077759,1,+,1,1718.0
chr6,42079717,1,+,3,25.666666666666668
chr6,42079715,2,-,3,25.666666666666668
chr6,42190394,1,+,1,27.0
chr6,42183283,1,-,1,22.0
chr6,42227672,4,-,1,6.0
chr6,42200707,1,+,1,21.0
chr6,42206803,1,+,12,83.08333333333333
chr6,42284178,1,+,1,118.0
chr6,42355587,1,+,1,80.0
chr6,42348252,1,-,1,62.0
chr6,42408371,1,-,1,10.0
chr6,42632942,1,-,1,9.0
chr6,42667580,1,-,1,76.0
chr6,42691782,3,-,4,38.0
chr6,42563989,4,+,3,43.0
chr6,42565655,1,+,1,123.0
chr6,42580547,1,+,1,69.0
chr6,42603560,1,+,1,6.0
chr6,42657226,1,+,1,234.0
chr6,42659691,1,+,1,249.0
chr6,42663055,1,+,1,67.0
chr6,42678536,1,+,1,82.0
chr6,42679721,1,+,1,304.0
chr6,42744497,2,+,1,68.0
chr6,42748652,1,+,1,503.0
chr6,42750891,2,-,2,41.0
chr6,42767737,1,+,1,1.0
chr6,42781533,1,+,1,7.0
chr6,42786016,1,+,1,79.0
chr6,42787886,2,+,2,35.0
chr6,42789614,1,+,1,92.0
chr6,42785440,1,-,1,60.0
chr6,42787888,1,-,2,35.0
chr6,42790337,1,-,3,33.0
chr6,42806997,1,+,1,92.0
chr6,42815193,2,+,1,13.0
chr6,42804249,1,-,1,1540.0
chr6,42809438,1,-,1,63.0
chr6,42836623,1,-,1,52.0
chr6,42872474,1,-,1,13.0
chr6,42882284,1,-,1,81.0
chr6,42888191,1,-,1,530.0
chr6,42890264,1,-,1,24.0
chr6,42928291,4,-,3,83.66666666666667
chr6,42936537,1,-,1,2.0
chr6,42938760,1,-,1,515.0
chr6,42941444,1,-,1,6.0
chr6,42949260,1,-,1,759.0
chr6,42956333,2,-,5,207.6
chr6,42963940,6,-,1,57.0
chr6,42968860,1,-,1,16.0
chr6,42976711,1,-,1,36.0
chr6,43012100,117,-,1,21.0
chr6,43020746,1,-,1,103.0
chr6,43033898,1,-,1,86.0
chr6,43049104,1,-,1,86.0
chr6,42868067,1,+,1,5.0
chr6,42870765,1,+,1,592.0
chr6,42879627,19,+,4,14.75
chr6,42880858,1,+,6,83.0
chr6,42881759,1,+,1,76.0
chr6,42915258,3,+,3,25.333333333333332
chr6,42929168,127,+,3,17.333333333333332
chr6,42929790,1,+,1,15.0
chr6,42930327,1,+,1,12.0
chr6,42934472,1,+,4,203.5
chr6,42936824,1,+,1,38.0
chr6,42941186,1,+,1,60.0
chr6,42946173,1,+,1,572.0
chr6,42947426,1,+,1,14.0
chr6,42951598,1,+,1,24.0
chr6,42955967,1,+,1,171.0
chr6,42961899,2,+,1,31.0
chr6,42977105,1,+,1,0.0
chr6,43017129,1,+,1,153.0
chr6,43017515,1,+,1,13.0
chr6,43021613,3,+,3,28.333333333333332
chr6,43023912,1,+,1,192.0
chr6,43026779,3,+,1,912.0
chr6,43030959,1,+,1,60.0
chr6,43034504,1,+,1,1.0
chr6,43059895,1,+,1,54.0
chr6,43061308,1,+,1,89.0
chr6,43073604,1,+,1,54.0
chr6,43172395,1,+,1,10.0
chr6,43181165,1,+,1,467.0
chr6,43189234,1,-,1,51.0
chr6,43222586,1,+,1,141.0
chr6,43225631,1,+,208,71.38461538461539
chr6,43307129,1,+,1,48.0
chr6,43307611,1,+,1,515.0
chr6,43310233,1,+,2,422.5
chr6,43311132,1,+,2,64.0
chr6,43312919,1,+,1,40.0
chr6,43316614,1,+,1,2206.0
chr6,43321332,1,+,1,68.0
chr6,43326415,1,+,1,6.0
chr6,43336072,1,+,1,27.0
chr6,43391250,5,+,1,12.0
chr6,43394056,1,+,1,13.0
chr6,43398404,1,+,3,43.666666666666664
chr6,43410568,1,+,1,26.0
chr6,43427852,3,+,2,13.5
chr6,43443561,1,+,1,2.0
chr6,43477579,2,+,2,34.5
chr6,43478673,1,+,1,3.0
chr6,43305459,7,-,3,58.0
chr6,43307659,1,-,1,6.0
chr6,43310230,1,-,2,422.5
chr6,43310856,2,-,1,70.0
chr6,43315653,1,-,1,76.0
chr6,43318247,1,-,1,85.0
chr6,43327493,1,-,1,117.0
chr6,43331488,5,-,5,41.4
chr6,43340240,3,-,1,17.0
chr6,43354175,1,-,1,27.0
chr6,43362021,1,-,1,20.0
chr6,43398399,2,-,3,43.666666666666664
chr6,43398848,1,-,1,84.0
chr6,43407725,1,-,1,10.0
chr6,43430987,1,-,1,60.0
chr6,43522019,17,-,1,85.0
chr6,43531789,1,-,1,57.0
chr6,43538178,1,-,2,124.0
chr6,43606028,1,-,1,128.0
chr6,43612116,1,-,1,62.0
chr6,43612891,1,-,1,0.0
chr6,43615450,2,-,1,519.0
chr6,43519331,1,+,2,23.0
chr6,43522233,1,+,1,38.0
chr6,43538194,1,+,2,124.0
chr6,43576122,8,+,1,14.0
chr6,43585635,1,+,1,50.0
chr6,43588452,1,+,1,48.0
chr6,43592678,1,+,1,7.0
chr6,43602999,1,+,1,56.0
chr6,43616310,2,+,1,367.0
chr6,43635839,17,+,15,46.53333333333333
chr6,43636355,1,-,1,7.0
chr6,43671310,2,+,40,66.6
chr6,43770975,1,+,1,65.0
chr6,43925950,3,+,4,48.25
chr6,43996443,1,+,1,64.0
chr6,43997909,1,+,1,55.0
chr6,44000584,1,+,1,15.0
chr6,44011157,2,-,2,63.0
chr6,44020566,1,-,1,553.0
chr6,44059754,1,-,1,81.0
chr6,44069072,1,-,1,19.0
chr6,44130749,3,-,3,59.0
chr6,44197760,1,-,1,331.0
chr6,44219640,1,-,4,58.5
chr6,44233446,1,-,1,283.0
chr6,44090786,2,+,2,67.0
chr6,44113693,3,+,197,72.2994923857868
chr6,44117831,1,+,1,20.0
chr6,44148285,1,+,1,65.0
chr6,44219339,8,+,1,14.0
chr6,44240817,1,+,1,129.0
chr6,44241090,2,+,2,45.0
chr6,44243409,1,+,2,34.0
chr6,44247060,7,+,4,39.25
chr6,44247547,2,+,1,69.0
chr6,44238500,1,-,1,6.0
chr6,44240372,1,-,1,193.0
chr6,44242597,1,-,1,2272.0
chr6,44243405,1,-,2,34.0
chr6,44251055,1,-,11,121.36363636363636
chr6,44252806,1,-,6,67.33333333333333
chr6,44254100,7,-,19,57.1578947368421
chr6,44258165,8,-,7,76.57142857142857
chr6,44298728,1,-,1,34.0
chr6,44300146,1,-,1,68.0
chr6,44302058,1,-,1,28.0
chr6,44299562,1,+,1,21.0
chr6,44387693,11,+,8,37.875
chr6,44429014,9,+,9,67.33333333333333
chr6,44438678,2,+,2,4.0
chr6,44441945,1,+,1,7.0
chr6,44829717,4,-,4,47.5
chr6,45215283,1,+,1,1709.0
chr6,45365197,2,-,2,569.5
chr6,46097065,2,-,1,90.0
chr6,46083677,1,+,1,55.0
chr6,46130039,1,+,1,62.0
chr6,47477746,2,+,1,14.0
chr6,47626211,1,-,1,37.0
chr6,47737244,1,-,1,90.0
chr6,48148488,1,-,1,57.0
chr6,48211915,1,-,1,78.0
chr6,48821198,1,-,1,287.0
chr6,48832534,1,-,1,47.0
chr6,49431294,6,-,1,74.0
chr6,49453032,2,-,2,60.0
chr6,48832223,4,+,1,568.0
chr6,49035660,1,+,1,711.0
chr6,49463369,4,+,3,49.333333333333336
chr6,49785991,1,-,1,556.0
chr6,50857190,1,-,2,91.5
chr6,50911777,1,+,1,16.0
chr6,50912549,1,-,1,14.0
chr6,51202119,1,-,1,1.0
chr6,51271594,1,+,1,1482.0
chr6,51654111,1,-,1,41.0
chr6,52259395,1,-,1,145.0
chr6,52273228,1,-,5,70.2
chr6,52282043,1,-,1,92.0
chr6,52362135,1,+,1,47.0
chr6,52379638,1,+,1,13.0
chr6,52420288,2,+,2,15.0
chr6,52464892,1,+,1,174.0
chr6,52577272,2,+,1,20.0
chr6,52664429,3,+,1,14.0
chr6,52682599,1,-,1,7.0
chr6,52977947,6,-,5,60.2
chr6,52984683,1,-,1,66.0
chr6,53065396,11,+,7,27.0
chr6,53075760,1,+,1,60.0
chr6,53094863,2,+,1,89.0
chr6,53070049,1,-,1,71.0
chr6,53098276,1,+,1,95.0
chr6,53098595,1,+,1,149.0
chr6,53267413,1,+,24,69.875
chr6,53294093,1,+,23,78.69565217391305
chr6,53304434,1,+,1,6.0
chr6,53290216,1,-,1,0.0
chr6,53294087,23,-,23,78.69565217391305
chr6,54133620,1,-,1,70.0
chr6,54251603,1,+,1,0.0
chr6,54484848,1,+,1,299.0
chr6,54597335,1,-,1,155.0
chr6,55477116,1,+,1,20.0
chr6,56325295,1,-,1,0.0
chr6,56457995,8,-,3,43.666666666666664
chr6,56484316,1,-,1,52.0
chr6,56508528,1,-,1,97.0
chr6,56527493,1,-,1,28.0
chr6,56572099,1,-,1,59.0
chr6,56611507,1,-,1,98.0
chr6,56654743,1,+,1,76.0
chr6,56716335,1,-,1,11.0
chr6,56773275,1,-,1,60.0
chr6,56769028,1,+,1,349.0
chr6,56823829,1,+,1,23.0
chr6,56848211,1,-,1,48.0
chr6,56921213,1,-,1,131.0
chr6,56966092,1,-,1,55.0
chr6,56975474,1,+,1,243.0
chr6,56988007,1,+,1,60.0
chr6,57029805,1,+,1,6.0
chr6,57046517,31,+,1,11.0
chr6,57077651,1,+,1,69.0
chr6,57085948,1,+,1,14.0
chr6,57090149,7,+,4,33.25
chr6,57106615,1,+,1,12.0
chr6,57148464,1,+,1,1.0
chr6,57159525,2,+,2,38.5
chr6,57053912,1,-,1,250.0
chr6,57059600,1,-,1,63.0
chr6,57193748,1,-,1,83.0
chr6,57439412,1,-,1,10.0
chr6,57451792,1,-,1,63.0
chr6,57317615,6,+,5,23.8
chr6,57318434,2,+,2,97.0
chr6,57352117,1,+,1,0.0
chr6,57774738,1,+,1,91.0
chr6,57939192,1,+,1,10.0
chr6,57950248,1,+,3,63.0
chr6,57911717,2,-,1,17.0
chr6,57918712,2,-,2,39.0
chr6,57930765,1,-,1,24.0
chr6,57945833,11,-,1,165.0
chr6,57955181,3,-,2,66.5
chr6,60253953,1,+,1,0.0
chr6,60332360,1,-,1,11.0
chr6,60481426,1,-,1,39.0
chr6,60531241,1,+,1,0.0
chr6,62547413,1,+,1,17.0
chr6,62547485,1,-,1,127.0
chr6,63548649,1,+,1,99.0
chr6,63573518,1,+,1,61.0
chr6,63615721,2,+,2,65.0
chr6,63635816,1,+,1,14.0
chr6,63698528,1,+,1,1.0
chr6,64265119,1,+,1,7.0
chr6,64265884,1,+,1,639.0
chr6,64287293,1,+,1,711.0
chr6,64292384,1,+,1,526.0
chr6,65301447,7,+,2,70.0
chr6,65306223,1,-,1,124.0
chr6,65357047,1,+,1,64.0
chr6,65836670,1,+,1,90.0
chr6,65837086,1,-,1,11.0
chr6,68676980,1,-,1,80.0
chr6,69567113,1,-,1,513.0
chr6,69746239,1,+,1,1102.0
chr6,69780117,1,-,1,61.0
chr6,69866409,2,+,1,16.0
chr6,69935707,1,+,1,8.0
chr6,70213291,1,+,1,61.0
chr6,70413514,1,+,1,14.0
chr6,70475407,1,+,1,38.0
chr6,70506719,1,+,1,55.0
chr6,70534320,2,+,2,30.0
chr6,70552465,1,+,1,79.0
chr6,70554887,1,+,1,66.0
chr6,70568967,1,-,1,64.0
chr6,70588698,1,-,1,98.0
chr6,70590138,1,+,1,113.0
chr6,70607749,1,+,3,72.33333333333333
chr6,70735630,1,-,1,56.0
chr6,70667808,32,+,2,19.5
chr6,70677457,1,+,1,2.0
chr6,70682189,1,+,1,56.0
chr6,70727124,1,+,1,27.0
chr6,70754977,1,+,1,555.0
chr6,71164977,3,+,2,41.5
chr6,71164990,7,-,5,33.6
chr6,71296746,1,+,1,16.0
chr6,72381048,1,-,1,71.0
chr6,72626291,1,+,1,15.0
chr6,72648774,1,+,1,61.0
chr6,72683420,1,+,2,59.0
chr6,72687086,1,+,1,139.0
chr6,72683441,1,-,2,59.0
chr6,72982492,1,+,1,56.0
chr6,73003907,1,+,1,113.0
chr6,73253166,1,-,1,119.0
chr6,73263203,2,+,1,17.0
chr6,73274536,2,-,1,8.0
chr6,73276092,1,-,1,225.0
chr6,73277970,1,-,1,69.0
chr6,73285637,1,-,1,62.0
chr6,73420163,1,+,1,35.0
chr6,73423715,1,+,4,46.75
chr6,73454064,1,+,1,84.0
chr6,73461744,3,+,3,48.666666666666664
chr6,73480262,2,+,2,62.5
chr6,73482447,1,+,2,123.5
chr6,73497157,2,+,1,72.0
chr6,73587363,1,+,1,691.0
chr6,73622684,1,+,3,59.0
chr6,73638081,1,+,1,71.0
chr6,73371175,1,-,1,10.0
chr6,73372891,14,-,24,35.458333333333336
chr6,73412511,1,-,1,328.0
chr6,73423710,3,-,4,46.75
chr6,73424845,1,-,1,55.0
chr6,73433231,1,-,1,163.0
chr6,73434659,2,-,2,116.5
chr6,73458624,1,-,1,73.0
chr6,73492124,1,-,1,85.0
chr6,73497458,2,-,3,39.333333333333336
chr6,73500454,1,-,1,97.0
chr6,73502042,1,-,1,3.0
chr6,73503700,1,-,1,11.0
chr6,73508509,1,-,1,362.0
chr6,73513297,1,-,1,547.0
chr6,73514946,1,-,1,8.0
chr6,73515743,1,-,1,70.0
chr6,73578090,1,-,1,77.0
chr6,73593380,3,-,2,109.0
chr6,73610038,1,-,1,64.0
chr6,73622677,2,-,3,59.0
chr6,73649000,1,-,1,10.0
chr6,75237788,3,+,659,69.1350531107739
chr6,75237682,678,-,1,35.0
chr6,75252923,1,-,1,81.0
chr6,75253612,6,-,5,82.0
chr6,75258258,1,-,1,88.0
chr6,75264998,1,-,1,178.0
chr6,75289567,1,-,1,215.0
chr6,75318568,1,-,1,63.0
chr6,75318946,1,-,1,14.0
chr6,75534763,1,+,1,265.0
chr6,75414501,2,-,1,18.0
chr6,75601876,3,+,1,62.0
chr6,75617541,1,+,1,63.0
chr6,75620036,1,+,1,19.0
chr6,75636875,1,+,1,15.0
chr6,75639875,2,+,1,145.0
chr6,75646619,1,+,1,798.0
chr6,75646781,2,+,2,87.5
chr6,75649259,1,+,1,688.0
chr6,75674139,2,+,1,54.0
chr6,75694942,1,+,1,106.0
chr6,75701633,2,+,2,64.5
chr6,75749210,1,+,1,68.0
chr6,75886927,1,+,1,16.0
chr6,75907602,1,+,1,12.0
chr6,75945358,1,+,1,2009.0
chr6,76744297,1,-,1,64.0
chr6,77059301,1,-,1,1295.0
chr6,78868011,1,+,1,14.0
chr6,78877485,1,+,1,121.0
chr6,78940544,6,-,5,44.0
chr6,78982885,6,-,1,61.0
chr6,79077199,1,-,1,76.0
chr6,79201244,3,+,183,65.38251366120218
chr6,79200048,5,-,5,27.4
chr6,79950624,1,+,1,210.0
chr6,79952865,3,+,2,119.5
chr6,79952862,1,-,2,119.5
chr6,80004635,3,+,1,62.0
chr6,80106625,12,+,1,9.0
chr6,80277671,1,+,1,63.0
chr6,80345247,1,+,1,10.0
chr6,80351633,1,+,1,71.0
chr6,80353581,1,+,1,195.0
chr6,80373971,1,+,1,55.0
chr6,80663926,1,-,1,16.0
chr6,81489490,3,-,1,83.0
chr6,81527346,1,-,1,38.0
chr6,82168933,1,-,1,11.0
chr6,83025797,1,+,1,56.0
chr6,82892466,4,-,4,86.75
chr6,83147236,1,+,1,348.0
chr6,83168907,1,+,8,57.0
chr6,83165479,2,-,2,61.5
chr6,83167782,10,-,1,87.0
chr6,83193348,6,+,5,45.4
chr6,83193407,1,-,2,66.5
chr6,83197407,2,-,2,40.0
chr6,83392184,1,+,1,147.0
chr6,83392519,1,+,1,145.0
chr6,83211579,6,-,1,34.0
chr6,83291316,1,-,1,310.0
chr6,83392680,2,-,1,15.0
chr6,83859666,11,+,9,46.111111111111114
chr6,83893520,1,+,1,64.0
chr6,83939748,3,+,1,14.0
chr6,83937693,1,-,1,75.0
chr6,83977513,1,+,1,121.0
chr6,84159547,1,+,1,84.0
chr6,84124901,2,-,2,91.0
chr6,84613226,1,+,1,6.0
chr6,85286425,1,+,1,289.0
chr6,85286636,1,-,1,24.0
chr6,85427250,1,+,2,184.0
chr6,85450039,2,+,1,12.0
chr6,85450635,1,+,1,222.0
chr6,85505943,1,+,2,104.0
chr6,85517447,1,-,1,81.0
chr6,85558968,1,-,1,64.0
chr6,85599103,1,+,1,430.0
chr6,85610492,1,+,1,80.0
chr6,85665842,1,+,1,101.0
chr6,85611097,13,-,3,66.33333333333333
chr6,85623975,1,-,2,65.5
chr6,85664892,10,-,1,93.0
chr6,85676989,798,-,52,76.53846153846153
chr6,86897067,1,+,1,97.0
chr6,87155578,1,-,7,111.85714285714286
chr6,87242121,1,-,1,0.0
chr6,87069441,1,+,1,848.0
chr6,87127793,1,+,1,983.0
chr6,87155564,6,+,7,111.85714285714286
chr6,87241417,9,+,1,68.0
chr6,87262510,1,+,1,14.0
chr6,87338906,1,-,1,78.0
chr6,87401501,1,-,1,530.0
chr6,87513932,9,-,10,93.3
chr6,87521291,1,-,1,417.0
chr6,87555296,1,-,1,77.0
chr6,87642832,1,-,1,111.0
chr6,87345933,1,+,1,809.0
chr6,87375459,1,+,1,60.0
chr6,87433258,1,+,1,68.0
chr6,87477359,3,+,4,86.25
chr6,87513949,1,+,10,93.3
chr6,87514385,1,+,41,65.8780487804878
chr6,87592779,1,+,1,66.0
chr6,87598660,1,+,1,57.0
chr6,87601648,1,+,1,62.0
chr6,87652065,2,+,1,60.0
chr6,87662200,1,+,1,158.0
chr6,87674859,1,+,5,48.2
chr6,87673253,1,-,1,474.0
chr6,87697120,1,-,1,186.0
chr6,87700117,1,-,1,78.0
chr6,88275286,1,+,3,306.3333333333333
chr6,88561168,1,+,1,15.0
chr6,88612007,1,+,1,2.0
chr6,88662761,1,+,1,4.0
chr6,88610271,5,-,3,81.0
chr6,88894372,1,-,1,116.0
chr6,88908810,1,-,1,1.0
chr6,88963829,1,+,1,13.0
chr6,89081812,3,+,2,58.5
chr6,89094784,1,-,1,6.0
chr6,89147140,1,-,1,2.0
chr6,89151171,1,+,1,77.0
chr6,89164160,1,+,1,164.0
chr6,89155279,1,-,1,62.0
chr6,89329381,1,+,3,54.0
chr6,89327144,2,-,2,72.5
chr6,89357889,1,-,1,0.0
chr6,89364708,1,-,1,857.0
chr6,89365947,1,+,1,1.0
chr6,89367766,22,-,1,107.0
chr6,89629097,1,+,1,17.0
chr6,89595696,1,-,1,168.0
chr6,89615777,1,-,1,84.0
chr6,89621409,1,-,1,82.0
chr6,89634220,12,-,1,100.0
chr6,89653070,1,-,1,25.0
chr6,89638507,1,+,1,68.0
chr6,89642786,1,+,1,24.0
chr6,89658880,1,-,1,85.0
chr6,89690056,1,-,1,10.0
chr6,89710756,1,-,1,1.0
chr6,89729678,1,-,1,61.0
chr6,89793255,1,-,1,80.0
chr6,89808130,1,-,1,57.0
chr6,89829862,2,+,1,53.0
chr6,89831644,1,+,1,75.0
chr6,89842245,1,+,1,6.0
chr6,89844907,1,+,1,77.0
chr6,89846409,1,+,1,87.0
chr6,89858939,1,+,3,62.0
chr6,89830996,1,-,1,0.0
chr6,89858941,2,-,3,62.0
chr6,89868709,1,-,1,518.0
chr6,90515682,9,-,6,67.5
chr6,90585960,1,-,1,23.0
chr6,91662748,1,+,1,8.0
chr6,94342595,1,-,1,77.0
chr6,94670684,1,-,1,165.0
chr6,95558278,2,-,1,12.0
chr6,95577485,8,+,2,65.0
chr6,95601728,1,+,1,9.0
chr6,95603157,1,+,1,0.0
chr6,96521803,8,+,4,26.0
chr6,96552470,1,+,1,65.0
chr6,96648441,1,+,1,64.0
chr6,96831028,1,+,2,13.0
chr6,96890980,62,-,1,75.0
chr6,97146535,3,-,3,74.66666666666667
chr6,97254674,1,-,1,0.0
chr6,98857274,1,-,1,22.0
chr6,98899416,1,-,1,0.0
chr6,98938040,1,-,1,11.0
chr6,99174684,1,+,1,20.0
chr6,99369402,23,-,4,36.75
chr6,99410346,1,+,1,121.0
chr6,99420719,1,+,1,73.0
chr6,99398655,2,-,2,79.0
chr6,99410572,1,-,1,72.0
chr6,99411235,1,-,1,64.0
chr6,99422129,1,-,1,6.0
chr6,99424955,1,+,1,65.0
chr6,99425462,2,+,1,12.0
chr6,99426779,1,+,1,991.0
chr6,99431723,1,-,1,41.0
chr6,99435196,1,-,1,61.0
chr6,99462450,1,-,1,86.0
chr6,99464492,1,-,1,31.0
chr6,99467349,1,-,1,79.0
chr6,99478220,2,-,2,42.5
chr6,99481502,6,-,1,63.0
chr6,99530155,1,-,1,63.0
chr6,99531987,1,-,1,312.0
chr6,99536267,2,-,1,6.0
chr6,99521081,1,+,1,948.0
chr6,99542390,1,+,51,69.52941176470588
chr6,99562761,4,-,4,39.75
chr6,100255160,1,+,1,2704.0
chr6,100508730,4,-,3,96.0
chr6,100607715,1,-,1,904.0
chr6,100608186,1,-,1,21.0
chr6,100629929,1,+,1,20.0
chr6,100767157,1,-,1,82.0
chr6,100858043,4,-,1,26.0
chr6,100890314,1,-,1,637.0
chr6,101424163,1,+,1,72.0
chr6,103205212,8,-,1,114.0
chr6,103818424,1,+,1,191.0
chr6,104000305,1,+,1,104.0
chr6,104728093,1,+,1,29.0
chr6,104731569,1,+,1,330.0
chr6,104728857,1,-,1,6.0
chr6,104963043,1,-,1,67.0
chr6,105277720,1,-,1,77.0
chr6,105348865,1,+,1,103.0
chr6,106090289,1,+,1,17.0
chr6,106098845,1,+,1,17.0
chr6,106108521,2,+,2,55.0
chr6,106181482,1,-,1,85.0
chr6,106512587,1,+,1,13.0
chr6,106424471,1,-,1,71.0
chr6,106518097,1,-,1,57.0
chr6,106535239,1,-,1,257.0
chr6,106627220,1,-,1,109.0
chr6,106521140,4,+,3,38.333333333333336
chr6,106558230,2,+,1,71.0
chr6,106559769,1,+,1,15.0
chr6,106562866,1,+,1,113.0
chr6,106654726,1,+,1,563.0
chr6,106659391,1,+,1,22.0
chr6,106747094,1,-,1,81.0
chr6,106930961,2,+,1,40.0
chr6,106932122,1,-,1,68.0
chr6,106969832,4,-,3,64.0
chr6,107028196,7,+,3,47.333333333333336
chr6,107028368,2,+,1,9.0
chr6,107039745,2,+,2,79.0
chr6,107044129,1,+,1,20.0
chr6,107065181,2,-,2,108.0
chr6,107152561,1,-,1,106.0
chr6,107441432,1,-,1,97.0
chr6,107367458,1,+,1,1.0
chr6,107424040,1,+,1,61.0
chr6,107870770,1,+,13,71.6923076923077
chr6,107883447,1,+,1,387.0
chr6,107977607,1,+,1,7.0
chr6,107996815,1,+,1,57.0
chr6,107998940,1,+,1,91.0
chr6,107870311,13,-,1,24.0
chr6,107877433,1,-,1,80.0
chr6,107900867,1,-,1,79.0
chr6,107917756,1,-,1,293.0
chr6,107996493,1,-,1,141.0
chr6,108042817,5,-,3,82.0
chr6,108064784,1,-,1,59.0
chr6,108188042,3,-,3,45.333333333333336
chr6,108295159,1,+,1,7.0
chr6,108372277,1,+,1,350.0
chr6,108381997,1,+,1,74.0
chr6,108426508,1,+,1,31.0
chr6,108678876,1,+,1,1173.0
chr6,108907435,1,+,1,91.0
chr6,109095495,6,+,4,23.75
chr6,109140400,2,+,2,59.5
chr6,109173438,1,+,1,0.0
chr6,109366517,3,+,36,70.05555555555556
chr6,109366513,36,-,36,70.05555555555556
chr6,109440715,5,+,1,60.0
chr6,109442208,1,+,1,12.0
chr6,109450463,1,+,1,4.0
chr6,109446694,1,-,1,4.0
chr6,109453169,1,-,1,345.0
chr6,109465612,6,-,4,71.25
chr6,109473960,1,-,1,329.0
chr6,109480948,3,-,3,45.666666666666664
chr6,109631705,1,-,1,113.0
chr6,109659279,1,-,1,86.0
chr6,109691264,6,+,2,48.5
chr6,109765011,1,+,1,3.0
chr6,109784967,1,+,2,29.5
chr6,110133988,1,+,1,1034.0
chr6,110170384,1,+,1,245.0
chr6,110180424,5,+,5,28.0
chr6,110218821,1,+,1,74.0
chr6,110225450,3,+,3,25.0
chr6,110454555,1,+,1,362.0
chr6,110562125,1,-,2,66.0
chr6,110609977,1,-,1,56.0
chr6,110614267,1,-,1,53.0
chr6,110681055,1,-,1,54.0
chr6,110700441,1,-,1,9.0
chr6,110791384,1,-,1,638.0
chr6,110811881,1,-,1,12.0
chr6,110862330,2,-,1,33.0
chr6,110924655,2,-,2,342.0
chr6,110814700,1,+,1,348.0
chr6,110831913,1,+,1,299.0
chr6,110863371,1,+,1,78.0
chr6,110887502,1,+,1,23.0
chr6,110888615,1,+,1,7.0
chr6,110899078,1,+,1,64.0
chr6,110958608,128,+,6,26.666666666666668
chr6,110959105,10,+,1,12.0
chr6,110960073,1,+,1,1174.0
chr6,110996124,3,+,3,70.33333333333333
chr6,111014125,4,+,1,82.0
chr6,111087957,1,+,1,58.0
chr6,111182320,1,+,1,12.0
chr6,111229988,1,+,3,43.0
chr6,111226547,2,-,1,13.0
chr6,111229968,2,-,3,43.0
chr6,111259911,1,-,1,75.0
chr6,111274438,1,-,1,61.0
chr6,111295879,1,-,1,894.0
chr6,111298877,3,-,2,35.5
chr6,111304642,1,-,1,24.0
chr6,111319502,1,-,1,10.0
chr6,111272502,1,+,1,103.0
chr6,111273501,1,+,1,67.0
chr6,111274932,1,+,1,69.0
chr6,111277249,2,+,1,3.0
chr6,111295553,1,+,1,1.0
chr6,111298858,1,+,2,35.5
chr6,111318574,1,+,1,327.0
chr6,111483391,4,+,1,54.0
chr6,111484709,1,+,1,57.0
chr6,111490938,1,+,1,94.0
chr6,111534977,1,+,1,87.0
chr6,111574701,1,+,1,247.0
chr6,111558939,9,-,9,60.0
chr6,111572165,1,-,1,29.0
chr6,111577057,1,-,1,85.0
chr6,111661285,2,+,10,68.6
chr6,111665915,2,+,1,1098.0
chr6,111673622,1,+,1,72.0
chr6,111665990,1,-,2,57.0
chr6,111666984,2,-,1,243.0
chr6,111864912,1,-,1,8.0
chr6,112066542,1,-,1,26.0
chr6,112076275,2,-,1,114.0
chr6,112087633,3,+,3,48.666666666666664
chr6,112616445,1,+,1,71.0
chr6,112616768,1,+,1,48.0
chr6,113580896,3,+,4,51.0
chr6,113573062,1,-,1,13.0
chr6,113574981,1,-,1,61.0
chr6,113616899,7,-,8,70.875
chr6,113627432,2,-,2,93.0
chr6,113632871,1,-,1,11.0
chr6,113750990,1,-,1,20.0
chr6,113616901,2,+,8,70.875
chr6,113621776,1,+,1,66.0
chr6,113660843,1,+,1,59.0
chr6,113660981,1,+,1,37.0
chr6,113857364,2,+,1,16.0
chr6,113970128,2,+,1,0.0
chr6,113847188,1,-,1,518.0
chr6,113860730,4,-,1,65.0
chr6,113872768,1,-,1,27.0
chr6,113939303,1,-,1,247.0
chr6,113940711,36,-,34,104.61764705882354
chr6,113955381,2,-,1,11.0
chr6,114422744,1,-,1,433.0
chr6,114714324,1,+,1,0.0
chr6,115901792,1,-,1,15.0
chr6,115941538,2,-,2,83.5
chr6,116097089,1,-,1,32.0
chr6,116100813,45,+,5,31.0
chr6,116103123,1,+,1,67.0
chr6,116106026,2,+,1,14.0
chr6,116108611,1,+,1,2.0
chr6,116220122,6,+,5,29.4
chr6,116233977,3,+,1,3.0
chr6,116238953,1,+,1,1330.0
chr6,116249963,1,-,1,89.0
chr6,116258458,1,+,3,83.33333333333333
chr6,116258424,4,-,2,56.0
chr6,116276606,7,-,1,20.0
chr6,116263366,1,+,1,80.0
chr6,116369753,1,+,1,17.0
chr6,116350635,1,-,1,1624.0
chr6,116370937,2,+,1,75.0
chr6,116399196,1,+,1,121.0
chr6,116421475,1,+,1,3.0
chr6,116439945,1,+,1,12.0
chr6,116461867,2,+,1,23.0
chr6,116452981,1,-,1,2.0
chr6,116462189,2,-,3,30.666666666666668
chr6,116571371,21,+,4,60.0
chr6,116577521,3,+,1,406.0
chr6,116582098,1,+,1,301.0
chr6,116584715,2,+,7,307.0
